date,temperature,uncertainty,month,year
1804-05-01,12.107,1.274,5,1804
1804-06-01,13.774,1.58,6,1804
1804-07-01,15.774,1.318,7,1804
1804-08-01,14.511,1.08,8,1804
1804-09-01,12.468,2.644,9,1804
1804-10-01,9.282,1.231,10,1804
1804-11-01,7.132000000000001,2.099,11,1804
1804-12-01,2.224,2.597,12,1804
1805-01-01,2.822,2.512,1,1805
1805-02-01,2.557,2.455,2,1805
1805-03-01,5.76,1.4980000000000002,3,1805
1805-04-01,8.123,1.291,4,1805
1805-05-01,11.104,1.216,5,1805
1805-06-01,14.027,1.368,6,1805
1805-07-01,14.702,1.151,7,1805
1805-08-01,15.27,1.021,8,1805
1805-09-01,12.039,1.831,9,1805
1805-10-01,7.635999999999999,1.6030000000000002,10,1805
1805-11-01,4.555,2.399,11,1805
1805-12-01,4.158,1.922,12,1805
1806-01-01,2.9170000000000003,2.167,1,1806
1806-02-01,2.937,2.079,2,1806
1806-03-01,4.691,1.557,3,1806
1806-04-01,8.032,1.7719999999999998,4,1806
1806-05-01,11.503,1.426,5,1806
1806-06-01,12.418,0.8370000000000001,6,1806
1806-07-01,13.923,1.505,7,1806
1806-08-01,14.593,1.361,8,1806
1806-09-01,12.549,1.753,9,1806
1806-10-01,8.426,1.113,10,1806
1806-11-01,5.231,1.5419999999999998,11,1806
1806-12-01,3.989,1.729,12,1806
1807-01-01,1.0550000000000002,2.393,1,1807
1807-02-01,4.093999999999999,2.677,2,1807
1807-03-01,4.788,2.253,3,1807
1807-04-01,6.970999999999999,1.26,4,1807
1807-05-01,9.331,0.93,5,1807
1807-06-01,13.293,1.271,6,1807
1807-07-01,14.138,1.605,7,1807
1807-08-01,13.799,1.525,8,1807
1807-09-01,12.614999999999998,1.18,9,1807
1807-10-01,8.857000000000001,1.193,10,1807
1807-11-01,6.015,1.588,11,1807
1807-12-01,4.420999999999999,1.232,12,1807
1808-01-01,1.131,4.1110000000000015,1,1808
1808-02-01,2.142,2.175,2,1808
1808-03-01,4.361000000000001,3.02,3,1808
1808-04-01,7.481999999999998,1.459,4,1808
1808-05-01,9.357,2.068,5,1808
1808-06-01,13.428999999999998,1.585,6,1808
1808-07-01,14.491,1.676,7,1808
1808-08-01,13.047,1.227,8,1808
1808-09-01,12.711,1.6880000000000002,9,1808
1808-10-01,7.971999999999999,1.48,10,1808
1808-11-01,4.5120000000000005,1.7719999999999998,11,1808
1808-12-01,0.887,1.7009999999999998,12,1808
1809-01-01,0.2080000000000001,2.59,1,1809
1809-02-01,0.8559999999999999,2.818,2,1809
1809-03-01,3.425,1.666,3,1809
1809-04-01,7.832999999999998,2.498,4,1809
1809-05-01,9.243,1.304,5,1809
1809-06-01,12.998,1.348,6,1809
1809-07-01,12.656,1.481,7,1809
1809-08-01,12.905,1.6669999999999998,8,1809
1809-09-01,10.967,1.633,9,1809
1809-10-01,8.65,3.554,10,1809
1809-11-01,3.099,2.478,11,1809
1809-12-01,2.077,2.588,12,1809
1810-01-01,0.8880000000000001,3.258,1,1810
1810-02-01,2.391,2.403,2,1810
1810-03-01,5.013999999999999,4.457,3,1810
1810-04-01,6.533,2.229,4,1810
1810-05-01,9.069,1.907,5,1810
1810-06-01,11.934,2.281,6,1810
1810-07-01,12.550999999999998,2.016,7,1810
1810-08-01,12.041,1.212,8,1810
1810-09-01,9.532,1.247,9,1810
1810-10-01,6.632000000000001,1.989,10,1810
1810-11-01,3.827,2.64,11,1810
1810-12-01,2.66,2.093,12,1810
1811-01-01,1.374,2.323,1,1811
1811-02-01,0.4500000000000002,3.475,2,1811
1811-03-01,3.701,1.808,3,1811
1811-04-01,6.3020000000000005,1.422,4,1811
1811-05-01,9.443,1.663,5,1811
1811-06-01,12.137,1.706,6,1811
1811-07-01,11.956,1.383,7,1811
1811-08-01,13.326,2.289,8,1811
1811-09-01,10.368,1.931,9,1811
1811-10-01,6.58,2.863,10,1811
1811-11-01,3.503,1.802,11,1811
1811-12-01,3.174,2.484,12,1811
1812-01-01,0.977,4.545,1,1812
1812-02-01,0.1310000000000002,3.062,2,1812
1812-03-01,2.044,1.805,3,1812
1812-04-01,6.949999999999998,1.984,4,1812
1812-05-01,9.579999999999998,1.279,5,1812
1812-06-01,12.005,1.1740000000000002,6,1812
1812-07-01,14.355,1.463,7,1812
1812-08-01,15.018,1.746,8,1812
1812-09-01,10.185,2.052,9,1812
1812-10-01,7.593,1.793,10,1812
1812-11-01,4.369,2.585,11,1812
1812-12-01,1.348,2.139,12,1812
1813-01-01,-1.3849999999999998,2.191,1,1813
1813-02-01,2.258,1.958,2,1813
1813-03-01,1.596,1.622,3,1813
1813-04-01,8.181999999999999,1.486,4,1813
1813-05-01,11.367,3.826,5,1813
1813-06-01,13.242,1.138,6,1813
1813-07-01,14.521,0.877,7,1813
1813-08-01,13.097,0.995,8,1813
1813-09-01,12.339,1.743,9,1813
1813-10-01,8.666,1.565,10,1813
1813-11-01,6.825,1.315,11,1813
1813-12-01,2.171,1.79,12,1813
1814-01-01,1.5020000000000002,2.622,1,1814
1814-02-01,1.689,2.121,2,1814
1814-03-01,2.664,2.259,3,1814
1814-04-01,7.193,1.5,4,1814
1814-05-01,9.417,2.321,5,1814
1814-06-01,12.818,0.989,6,1814
1814-07-01,12.532,1.852,7,1814
1814-08-01,12.668,1.453,8,1814
1814-09-01,10.675999999999998,1.332,9,1814
1814-10-01,7.374,1.847,10,1814
1814-11-01,6.739,3.428,11,1814
1814-12-01,5.8290000000000015,4.298,12,1814
1815-01-01,2.051,2.033,1,1815
1815-02-01,2.273,2.386,2,1815
1815-03-01,3.663,2.3280000000000003,3,1815
1815-04-01,6.587999999999999,2.341,4,1815
1815-05-01,9.845,1.812,5,1815
1815-06-01,11.162,1.242,6,1815
1815-07-01,14.394,2.371,7,1815
1815-08-01,13.209,1.348,8,1815
1815-09-01,11.151,1.503,9,1815
1815-10-01,7.1370000000000005,2.295,10,1815
1815-11-01,4.178,1.732,11,1815
1815-12-01,1.2209999999999996,2.207,12,1815
1816-01-01,2.737,2.724,1,1816
1816-02-01,0.6759999999999997,2.947,2,1816
1816-03-01,3.905,1.928,3,1816
1816-04-01,7.606,2.129,4,1816
1816-05-01,10.594,1.804,5,1816
1816-06-01,11.79,1.087,6,1816
1816-07-01,12.267,1.538,7,1816
1816-08-01,12.57,1.257,8,1816
1816-09-01,10.39,0.7070000000000001,9,1816
1816-10-01,5.699,3.583,10,1816
1816-11-01,4.058,3.81,11,1816
1816-12-01,0.9580000000000002,2.801,12,1816
1817-01-01,1.54,2.451,1,1817
1817-02-01,3.649,2.547,2,1817
1817-03-01,4.569,2.153,3,1817
1817-04-01,7.8889999999999985,1.836,4,1817
1817-05-01,9.476,1.394,5,1817
1817-06-01,11.287,1.25,6,1817
1817-07-01,12.072,1.057,7,1817
1817-08-01,13.403,1.307,8,1817
1817-09-01,8.812000000000001,1.178,9,1817
1817-10-01,6.202999999999999,1.963,10,1817
1817-11-01,4.638,1.6909999999999998,11,1817
1817-12-01,0.1699999999999999,1.673,12,1817
1818-01-01,1.2040000000000002,1.775,1,1818
1818-02-01,0.7549999999999999,1.912,2,1818
1818-03-01,5.565,2.177,3,1818
1818-04-01,9.901,2.662,4,1818
1818-05-01,11.247,1.457,5,1818
1818-06-01,13.825,2.26,6,1818
1818-07-01,13.51,1.9,7,1818
1818-08-01,13.166,0.996,8,1818
1818-09-01,10.578,1.063,9,1818
1818-10-01,6.654,1.704,10,1818
1818-11-01,5.035,2.807,11,1818
1818-12-01,2.507,1.236,12,1818
1819-01-01,1.0140000000000002,1.984,1,1819
1819-02-01,2.286,1.995,2,1819
1819-03-01,2.931,2.93,3,1819
1819-04-01,7.029,1.344,4,1819
1819-05-01,9.851,1.112,5,1819
1819-06-01,12.526,1.539,6,1819
1819-07-01,13.038,1.17,7,1819
1819-08-01,12.557,1.124,8,1819
1819-09-01,10.893999999999998,1.052,9,1819
1819-10-01,9.312,1.223,10,1819
1819-11-01,5.15,1.6269999999999998,11,1819
1819-12-01,1.842,1.883,12,1819
1820-01-01,1.236,3.9,1,1820
1820-02-01,2.145,2.004,2,1820
1820-03-01,4.618,1.945,3,1820
1820-04-01,8.7,1.168,4,1820
1820-05-01,11.62,1.256,5,1820
1820-06-01,13.323,0.912,6,1820
1820-07-01,13.311,1.375,7,1820
1820-08-01,11.978,1.317,8,1820
1820-09-01,11.16,1.176,9,1820
1820-10-01,7.587999999999999,1.605,10,1820
1820-11-01,4.4430000000000005,1.074,11,1820
1820-12-01,1.273,1.693,12,1820
1821-01-01,2.999,1.5490000000000002,1,1821
1821-02-01,3.758,2.018,2,1821
1821-03-01,5.462000000000001,1.275,3,1821
1821-04-01,7.738999999999999,0.858,4,1821
1821-05-01,11.3,1.392,5,1821
1821-06-01,12.608,1.4240000000000002,6,1821
1821-07-01,13.039,1.289,7,1821
1821-08-01,13.145,1.482,8,1821
1821-09-01,10.178,1.219,9,1821
1821-10-01,8.535,0.924,10,1821
1821-11-01,5.601,1.802,11,1821
1821-12-01,2.717,1.278,12,1821
1822-01-01,2.759,2.416,1,1822
1822-02-01,4.465,1.83,2,1822
1822-03-01,7.787000000000001,2.016,3,1822
1822-04-01,8.277999999999999,1.295,4,1822
1822-05-01,10.486,1.159,5,1822
1822-06-01,13.067,0.899,6,1822
1822-07-01,14.212,1.068,7,1822
1822-08-01,13.215,0.8959999999999999,8,1822
1822-09-01,10.695,0.8690000000000001,9,1822
1822-10-01,7.773999999999999,1.163,10,1822
1822-11-01,4.501,1.345,11,1822
1822-12-01,1.0210000000000004,1.547,12,1822
1823-01-01,1.758,1.796,1,1823
1823-02-01,1.966,1.93,2,1823
1823-03-01,5.0680000000000005,1.192,3,1823
1823-04-01,7.664999999999999,1.6769999999999998,4,1823
1823-05-01,10.563,0.922,5,1823
1823-06-01,13.958,1.125,6,1823
1823-07-01,14.197,1.026,7,1823
1823-08-01,13.13,0.6940000000000001,8,1823
1823-09-01,10.198,1.083,9,1823
1823-10-01,7.641999999999999,1.24,10,1823
1823-11-01,4.508,2.079,11,1823
1823-12-01,1.971,1.5830000000000002,12,1823
1824-01-01,2.651,1.432,1,1824
1824-02-01,2.679,1.784,2,1824
1824-03-01,5.357,1.355,3,1824
1824-04-01,8.375,1.288,4,1824
1824-05-01,11.132,1.136,5,1824
1824-06-01,13.427,1.953,6,1824
1824-07-01,14.83,2.158,7,1824
1824-08-01,13.437,0.924,8,1824
1824-09-01,11.528,1.557,9,1824
1824-10-01,8.197000000000001,0.774,10,1824
1824-11-01,5.877000000000001,1.199,11,1824
1824-12-01,5.0760000000000005,1.814,12,1824
1825-01-01,3.213,1.913,1,1825
1825-02-01,3.092,1.479,2,1825
1825-03-01,5.365,1.646,3,1825
1825-04-01,8.988,1.964,4,1825
1825-05-01,10.751,1.325,5,1825
1825-06-01,13.765,1.0490000000000002,6,1825
1825-07-01,14.007,1.163,7,1825
1825-08-01,13.269,1.335,8,1825
1825-09-01,11.148,0.978,9,1825
1825-10-01,7.978999999999999,1.261,10,1825
1825-11-01,6.058,2.412,11,1825
1825-12-01,3.037,1.569,12,1825
1826-01-01,1.893,1.68,1,1826
1826-02-01,1.533,1.619,2,1826
1826-03-01,4.888,1.669,3,1826
1826-04-01,8.402999999999999,2.204,4,1826
1826-05-01,11.803999999999998,0.826,5,1826
1826-06-01,13.02,1.539,6,1826
1826-07-01,14.482,1.134,7,1826
1826-08-01,13.109000000000002,1.511,8,1826
1826-09-01,11.178,1.779,9,1826
1826-10-01,8.459,1.789,10,1826
1826-11-01,6.634,1.145,11,1826
1826-12-01,4.876,1.82,12,1826
1827-01-01,3.593,2.3280000000000003,1,1827
1827-02-01,4.415,1.952,2,1827
1827-03-01,6.141,1.356,3,1827
1827-04-01,9.428999999999998,2.669,4,1827
1827-05-01,11.807,1.393,5,1827
1827-06-01,13.548,1.228,6,1827
1827-07-01,14.684,0.662,7,1827
1827-08-01,13.694,0.79,8,1827
1827-09-01,10.883,0.66,9,1827
1827-10-01,8.51,1.222,10,1827
1827-11-01,6.279,1.236,11,1827
1827-12-01,2.722,1.827,12,1827
1828-01-01,0.5950000000000002,2.036,1,1828
1828-02-01,1.853,2.002,2,1828
1828-03-01,5.729,1.871,3,1828
1828-04-01,8.737,1.471,4,1828
1828-05-01,11.281,1.412,5,1828
1828-06-01,14.124,1.081,6,1828
1828-07-01,14.384,1.753,7,1828
1828-08-01,13.635,0.975,8,1828
1828-09-01,10.079999999999998,1.078,9,1828
1828-10-01,8.655999999999999,1.832,10,1828
1828-11-01,5.957000000000001,1.765,11,1828
1828-12-01,2.9530000000000003,2.505,12,1828
1829-01-01,2.032,1.931,1,1829
1829-02-01,1.715,1.959,2,1829
1829-03-01,5.061,1.294,3,1829
1829-04-01,7.814999999999999,1.0,4,1829
1829-05-01,11.336,1.123,5,1829
1829-06-01,12.86,1.3119999999999998,6,1829
1829-07-01,14.225,0.912,7,1829
1829-08-01,13.399,0.86,8,1829
1829-09-01,10.598,0.7759999999999999,9,1829
1829-10-01,8.806000000000001,1.3119999999999998,10,1829
1829-11-01,5.003,1.449,11,1829
1829-12-01,2.452,1.909,12,1829
1830-01-01,2.9570000000000003,2.346,1,1830
1830-02-01,4.085,1.896,2,1830
1830-03-01,4.4540000000000015,1.369,3,1830
1830-04-01,8.841000000000001,1.098,4,1830
1830-05-01,10.202,1.01,5,1830
1830-06-01,12.827,1.7180000000000002,6,1830
1830-07-01,14.942,1.839,7,1830
1830-08-01,13.386,0.643,8,1830
1830-09-01,10.54,1.023,9,1830
1830-10-01,7.9929999999999986,1.18,10,1830
1830-11-01,7.492999999999999,1.7280000000000002,11,1830
1830-12-01,4.481,1.327,12,1830
1831-01-01,2.182,2.217,1,1831
1831-02-01,2.479,3.5410000000000004,2,1831
1831-03-01,4.558,1.616,3,1831
1831-04-01,7.731,0.908,4,1831
1831-05-01,10.994000000000002,1.285,5,1831
1831-06-01,13.203,1.882,6,1831
1831-07-01,13.58,1.172,7,1831
1831-08-01,12.49,0.7929999999999999,8,1831
1831-09-01,9.946,0.954,9,1831
1831-10-01,7.83,1.068,10,1831
1831-11-01,4.412,1.358,11,1831
1831-12-01,2.265,1.584,12,1831
1832-01-01,1.717,1.757,1,1832
1832-02-01,1.833,1.656,2,1832
1832-03-01,4.65,1.374,3,1832
1832-04-01,8.059,1.0590000000000002,4,1832
1832-05-01,10.489,1.252,5,1832
1832-06-01,12.857,1.126,6,1832
1832-07-01,13.727,2.067,7,1832
1832-08-01,11.966,1.3090000000000002,8,1832
1832-09-01,10.425999999999998,1.194,9,1832
1832-10-01,8.634,0.983,10,1832
1832-11-01,4.2620000000000005,1.914,11,1832
1832-12-01,0.7819999999999996,2.794,12,1832
1833-01-01,2.006,1.76,1,1833
1833-02-01,2.815,1.354,2,1833
1833-03-01,4.521,1.367,3,1833
1833-04-01,7.869,1.0759999999999998,4,1833
1833-05-01,10.581,0.961,5,1833
1833-06-01,13.049,0.883,6,1833
1833-07-01,13.803,1.42,7,1833
1833-08-01,13.222,0.835,8,1833
1833-09-01,11.236,0.8190000000000001,9,1833
1833-10-01,7.899999999999999,1.108,10,1833
1833-11-01,6.596,1.388,11,1833
1833-12-01,2.5580000000000003,1.831,12,1833
1834-01-01,0.3340000000000001,2.032,1,1834
1834-02-01,2.329,1.483,2,1834
1834-03-01,5.736000000000001,1.28,3,1834
1834-04-01,8.084999999999999,1.11,4,1834
1834-05-01,11.234000000000002,0.6970000000000001,5,1834
1834-06-01,12.799,0.7609999999999999,6,1834
1834-07-01,14.197,1.186,7,1834
1834-08-01,13.412,0.866,8,1834
1834-09-01,11.571,0.731,9,1834
1834-10-01,8.616999999999999,0.773,10,1834
1834-11-01,6.355,1.849,11,1834
1834-12-01,3.092,1.0590000000000002,12,1834
1835-01-01,2.551,1.755,1,1835
1835-02-01,2.967,1.464,2,1835
1835-03-01,4.507,1.136,3,1835
1835-04-01,7.768999999999999,1.079,4,1835
1835-05-01,10.171,1.4469999999999998,5,1835
1835-06-01,12.007,0.992,6,1835
1835-07-01,13.129,0.693,7,1835
1835-08-01,12.322,0.805,8,1835
1835-09-01,9.942,0.925,9,1835
1835-10-01,7.834999999999999,1.021,10,1835
1835-11-01,4.312,1.419,11,1835
1835-12-01,1.198,2.568,12,1835
1836-01-01,1.67,1.6980000000000002,1,1836
1836-02-01,2.371,1.611,2,1836
1836-03-01,5.448,1.208,3,1836
1836-04-01,7.314999999999999,0.983,4,1836
1836-05-01,10.279000000000002,1.297,5,1836
1836-06-01,12.549,0.893,6,1836
1836-07-01,13.646,0.6,7,1836
1836-08-01,12.83,1.362,8,1836
1836-09-01,10.812,0.975,9,1836
1836-10-01,8.756,1.131,10,1836
1836-11-01,3.814,1.192,11,1836
1836-12-01,2.86,1.083,12,1836
1837-01-01,1.94,2.033,1,1837
1837-02-01,2.619,1.893,2,1837
1837-03-01,3.865,1.3259999999999998,3,1837
1837-04-01,6.555999999999999,1.017,4,1837
1837-05-01,9.973,1.574,5,1837
1837-06-01,12.099,0.7979999999999999,6,1837
1837-07-01,13.526,1.618,7,1837
1837-08-01,13.018,1.224,8,1837
1837-09-01,10.805,0.664,9,1837
1837-10-01,7.653,0.851,10,1837
1837-11-01,4.1690000000000005,1.307,11,1837
1837-12-01,2.285,1.186,12,1837
1838-01-01,-0.5569999999999999,1.999,1,1838
1838-02-01,1.5630000000000002,1.622,2,1838
1838-03-01,3.723,1.472,3,1838
1838-04-01,7.382999999999999,1.339,4,1838
1838-05-01,9.985,0.8220000000000001,5,1838
1838-06-01,12.742,0.631,6,1838
1838-07-01,14.367,0.884,7,1838
1838-08-01,13.568,0.986,8,1838
1838-09-01,11.106,0.889,9,1838
1838-10-01,8.526,1.021,10,1838
1838-11-01,5.16,1.044,11,1838
1838-12-01,2.613,1.239,12,1838
1839-01-01,2.156,1.681,1,1839
1839-02-01,3.482,1.546,2,1839
1839-03-01,2.673,1.493,3,1839
1839-04-01,7.891999999999999,0.92,4,1839
1839-05-01,10.289,0.68,5,1839
1839-06-01,12.548,0.8390000000000001,6,1839
1839-07-01,14.411,0.942,7,1839
1839-08-01,14.07,1.296,8,1839
1839-09-01,10.853,0.7140000000000001,9,1839
1839-10-01,8.219,0.972,10,1839
1839-11-01,3.92,1.4509999999999998,11,1839
1839-12-01,1.0739999999999998,1.619,12,1839
1840-01-01,2.5610000000000004,1.4680000000000002,1,1840
1840-02-01,2.1020000000000003,1.561,2,1840
1840-03-01,4.04,1.469,3,1840
1840-04-01,7.943,0.7759999999999999,4,1840
1840-05-01,11.173,0.698,5,1840
1840-06-01,13.411,1.028,6,1840
1840-07-01,14.714,0.462,7,1840
1840-08-01,13.086,0.936,8,1840
1840-09-01,11.01,0.586,9,1840
1840-10-01,7.505,0.853,10,1840
1840-11-01,4.101,0.982,11,1840
1840-12-01,1.909,1.075,12,1840
1841-01-01,0.6490000000000002,1.761,1,1841
1841-02-01,2.468,1.602,2,1841
1841-03-01,3.307,1.324,3,1841
1841-04-01,6.77,0.942,4,1841
1841-05-01,10.764,0.573,5,1841
1841-06-01,13.062,0.64,6,1841
1841-07-01,14.552,0.737,7,1841
1841-08-01,13.708,0.7490000000000001,8,1841
1841-09-01,10.921,0.583,9,1841
1841-10-01,8.764999999999999,0.654,10,1841
1841-11-01,4.744,0.878,11,1841
1841-12-01,2.548,0.981,12,1841
1842-01-01,1.636,1.64,1,1842
1842-02-01,2.787,1.56,2,1842
1842-03-01,5.75,1.164,3,1842
1842-04-01,8.309999999999999,0.76,4,1842
1842-05-01,10.535,0.643,5,1842
1842-06-01,12.629,0.6609999999999999,6,1842
1842-07-01,13.584,0.509,7,1842
1842-08-01,13.241,0.642,8,1842
1842-09-01,10.94,0.677,9,1842
1842-10-01,8.307,0.759,10,1842
1842-11-01,4.824,0.792,11,1842
1842-12-01,3.73,0.963,12,1842
1843-01-01,2.974,1.212,1,1843
1843-02-01,3.92,1.045,2,1843
1843-03-01,4.744,0.88,3,1843
1843-04-01,7.829999999999999,0.691,4,1843
1843-05-01,10.04,0.636,5,1843
1843-06-01,12.53,0.523,6,1843
1843-07-01,13.991,0.545,7,1843
1843-08-01,13.295,0.564,8,1843
1843-09-01,11.326,0.534,9,1843
1843-10-01,8.722000000000001,0.596,10,1843
1843-11-01,4.947,0.775,11,1843
1843-12-01,3.765,0.997,12,1843
1844-01-01,1.868,1.17,1,1844
1844-02-01,2.0380000000000003,1.137,2,1844
1844-03-01,4.734,0.999,3,1844
1844-04-01,7.3889999999999985,0.81,4,1844
1844-05-01,10.109,0.648,5,1844
1844-06-01,12.84,0.7240000000000001,6,1844
1844-07-01,13.921,0.605,7,1844
1844-08-01,13.046,0.6920000000000001,8,1844
1844-09-01,10.819,0.8170000000000001,9,1844
1844-10-01,8.7,0.919,10,1844
1844-11-01,4.401,1.327,11,1844
1844-12-01,1.891,1.264,12,1844
1845-01-01,2.661,1.364,1,1845
1845-02-01,1.6269999999999998,1.226,2,1845
1845-03-01,4.651,0.882,3,1845
1845-04-01,8.158,0.731,4,1845
1845-05-01,10.433,0.772,5,1845
1845-06-01,12.863,0.631,6,1845
1845-07-01,14.319,0.725,7,1845
1845-08-01,13.556,0.561,8,1845
1845-09-01,11.234000000000002,0.536,9,1845
1845-10-01,7.781999999999999,0.652,10,1845
1845-11-01,5.194,1.155,11,1845
1845-12-01,1.7359999999999998,1.3430000000000002,12,1845
1846-01-01,3.213,1.47,1,1846
1846-02-01,3.3760000000000003,1.177,2,1846
1846-03-01,6.314,1.031,3,1846
1846-04-01,7.472999999999999,1.729,4,1846
1846-05-01,10.896,0.8440000000000001,5,1846
1846-06-01,13.53,1.143,6,1846
1846-07-01,14.923,0.737,7,1846
1846-08-01,14.121,0.765,8,1846
1846-09-01,11.738,0.716,9,1846
1846-10-01,8.229,0.8759999999999999,10,1846
1846-11-01,5.0440000000000005,1.039,11,1846
1846-12-01,3.776,1.094,12,1846
1847-01-01,2.753,1.269,1,1847
1847-02-01,3.602,1.383,2,1847
1847-03-01,4.046,1.5830000000000002,3,1847
1847-04-01,7.979999999999999,0.998,4,1847
1847-05-01,10.622,0.752,5,1847
1847-06-01,12.828,0.428,6,1847
1847-07-01,14.25,0.6,7,1847
1847-08-01,13.414,0.657,8,1847
1847-09-01,11.619000000000002,0.528,9,1847
1847-10-01,8.618,0.8440000000000001,10,1847
1847-11-01,5.574,0.778,11,1847
1847-12-01,1.7259999999999998,0.988,12,1847
1848-01-01,0.5100000000000002,1.341,1,1848
1848-02-01,3.726,1.4369999999999998,2,1848
1848-03-01,4.806,0.967,3,1848
1848-04-01,8.11,1.054,4,1848
1848-05-01,10.579999999999998,0.584,5,1848
1848-06-01,13.247,0.583,6,1848
1848-07-01,14.466,0.613,7,1848
1848-08-01,13.268,0.7090000000000001,8,1848
1848-09-01,10.997,0.623,9,1848
1848-10-01,8.655,0.8370000000000001,10,1848
1848-11-01,5.29,0.748,11,1848
1848-12-01,2.099,0.96,12,1848
1849-01-01,1.941,1.308,1,1849
1849-02-01,2.638,1.345,2,1849
1849-03-01,5.3020000000000005,1.06,3,1849
1849-04-01,7.028,0.845,4,1849
1849-05-01,10.159,0.644,5,1849
1849-06-01,13.0,0.659,6,1849
1849-07-01,14.458,0.6779999999999999,7,1849
1849-08-01,13.603,0.902,8,1849
1849-09-01,11.093,0.568,9,1849
1849-10-01,8.889999999999997,0.733,10,1849
1849-11-01,5.7780000000000005,1.3130000000000002,11,1849
1849-12-01,1.923,0.908,12,1849
1850-01-01,0.7490000000000001,1.105,1,1850
1850-02-01,3.071,1.275,2,1850
1850-03-01,4.954,0.955,3,1850
1850-04-01,7.217,0.665,4,1850
1850-05-01,10.004,0.617,5,1850
1850-06-01,13.15,0.614,6,1850
1850-07-01,14.492,0.614,7,1850
1850-08-01,14.039,0.802,8,1850
1850-09-01,11.505,0.675,9,1850
1850-10-01,8.091000000000001,0.863,10,1850
1850-11-01,4.7330000000000005,1.149,11,1850
1850-12-01,2.803,1.183,12,1850
1851-01-01,2.431,1.122,1,1851
1851-02-01,2.508,1.1,2,1851
1851-03-01,4.192,0.971,3,1851
1851-04-01,7.286999999999999,0.8290000000000001,4,1851
1851-05-01,11.113,0.936,5,1851
1851-06-01,13.418,0.655,6,1851
1851-07-01,14.531,0.606,7,1851
1851-08-01,13.751,0.775,8,1851
1851-09-01,11.677,0.581,9,1851
1851-10-01,9.122,1.058,10,1851
1851-11-01,4.973,0.968,11,1851
1851-12-01,3.14,0.982,12,1851
1852-01-01,2.3760000000000003,1.389,1,1852
1852-02-01,2.54,1.115,2,1852
1852-03-01,3.884,0.915,3,1852
1852-04-01,7.486999999999999,1.158,4,1852
1852-05-01,11.169,0.855,5,1852
1852-06-01,13.164,0.636,6,1852
1852-07-01,14.512,0.778,7,1852
1852-08-01,13.304,0.7659999999999999,8,1852
1852-09-01,11.478,0.6890000000000001,9,1852
1852-10-01,8.91,0.654,10,1852
1852-11-01,4.593,0.693,11,1852
1852-12-01,3.785,1.371,12,1852
1853-01-01,1.786,1.108,1,1853
1853-02-01,2.228,1.492,2,1853
1853-03-01,4.078,0.918,3,1853
1853-04-01,7.540999999999999,0.8240000000000001,4,1853
1853-05-01,10.975,0.743,5,1853
1853-06-01,13.41,0.674,6,1853
1853-07-01,14.645,0.659,7,1853
1853-08-01,13.953,0.723,8,1853
1853-09-01,11.71,0.7490000000000001,9,1853
1853-10-01,8.535,0.546,10,1853
1853-11-01,4.783,0.868,11,1853
1853-12-01,2.858,0.716,12,1853
1854-01-01,1.281,0.977,1,1854
1854-02-01,1.941,1.08,2,1854
1854-03-01,4.698,0.789,3,1854
1854-04-01,7.622000000000001,0.674,4,1854
1854-05-01,11.095,0.638,5,1854
1854-06-01,12.829,0.5329999999999999,6,1854
1854-07-01,14.692,0.85,7,1854
1854-08-01,13.889,0.898,8,1854
1854-09-01,11.514,0.552,9,1854
1854-10-01,9.763,0.964,10,1854
1854-11-01,5.745,0.7859999999999999,11,1854
1854-12-01,3.457,1.167,12,1854
1855-01-01,2.522,1.465,1,1855
1855-02-01,2.982,1.3219999999999998,2,1855
1855-03-01,4.617,0.898,3,1855
1855-04-01,8.58,1.034,4,1855
1855-05-01,11.186,0.799,5,1855
1855-06-01,12.984000000000002,0.79,6,1855
1855-07-01,13.925999999999998,0.635,7,1855
1855-08-01,13.547,0.601,8,1855
1855-09-01,11.140999999999998,0.638,9,1855
1855-10-01,8.443999999999999,0.778,10,1855
1855-11-01,5.186,0.69,11,1855
1855-12-01,2.214,0.996,12,1855
1856-01-01,2.76,0.752,1,1856
1856-02-01,2.226,0.953,2,1856
1856-03-01,4.372,0.735,3,1856
1856-04-01,7.750999999999999,0.57,4,1856
1856-05-01,10.53,0.915,5,1856
1856-06-01,13.496,0.778,6,1856
1856-07-01,14.019,0.422,7,1856
1856-08-01,13.021,0.866,8,1856
1856-09-01,10.948,0.884,9,1856
1856-10-01,8.087,0.759,10,1856
1856-11-01,5.36,0.5770000000000001,11,1856
1856-12-01,3.381,0.918,12,1856
1857-01-01,1.821,0.924,1,1857
1857-02-01,2.481,0.885,2,1857
1857-03-01,4.312,0.8440000000000001,3,1857
1857-04-01,6.826999999999999,0.5429999999999999,4,1857
1857-05-01,9.885,0.6809999999999999,5,1857
1857-06-01,12.611,0.7979999999999999,6,1857
1857-07-01,13.953,0.792,7,1857
1857-08-01,13.203,0.795,8,1857
1857-09-01,11.056,0.672,9,1857
1857-10-01,8.198,0.726,10,1857
1857-11-01,5.236000000000001,0.636,11,1857
1857-12-01,3.515,0.7170000000000001,12,1857
1858-01-01,2.739,1.094,1,1858
1858-02-01,2.2840000000000003,0.662,2,1858
1858-03-01,4.834,0.757,3,1858
1858-04-01,8.25,0.6609999999999999,4,1858
1858-05-01,10.851,0.624,5,1858
